Pet_Name,Breed,Pet_Type,Age_Years,Weight_kg,Temperature_C,Heartbeat_BPM,Health_Status,Current_Behavior,Recommendation
Simba,Golden Retriever,Dog,7,31.1,37.98,100,Normal,Active and Happy,Continue regular monitoring
Bella,Ragdoll,Cat,15,21.9,38.0,113,Normal,Calm and Relaxed,Continue regular monitoring
Milo,Chihuahua,Dog,2,6.3,38.91,123,Normal,Active and Happy,Continue regular monitoring
Zoe,Bengal,Cat,2,15.7,38.51,134,Normal,Active and Happy,Continue regular monitoring
Molly,Maine Coon,Cat,6,17.0,38.16,121,Normal,Active and Happy,Continue regular monitoring
Zoe,Beagle,Dog,13,5.9,39.07,101,Normal,Calm and Relaxed,Continue regular monitoring
Toby,Maine Coon,Cat,3,43.1,38.55,113,Normal,Active and Happy,Continue regular monitoring
Leo,Domestic Shorthair,Cat,5,3.1,38.64,124,Normal,Active and Happy,Continue regular monitoring
Jack,Siamese,Cat,3,2.5,36.98,153,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Cooper,Maine Coon,Cat,11,36.8,37.57,178,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Leo,Sphynx,Cat,4,7.6,39.15,138,Normal,Active and Happy,Continue regular monitoring
Rocky,Poodle,Dog,10,12.4,38.36,90,Normal,Active and Happy,Continue regular monitoring
Zoe,Bengal,Cat,15,15.1,38.6,132,Normal,Calm and Relaxed,Continue regular monitoring
Milo,German Shepherd,Dog,2,39.5,38.45,76,Normal,Active and Happy,Continue regular monitoring
Rocky,Maine Coon,Cat,9,41.8,38.37,97,Normal,Active and Happy,Continue regular monitoring
Lucy,German Shepherd,Dog,7,28.8,39.91,136,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Buddy,Bengal,Cat,14,17.0,37.93,143,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Zoe,Persian,Cat,3,4.8,39.26,175,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Rocky,Ragdoll,Cat,3,31.5,39.92,158,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Leo,German Shepherd,Dog,2,21.6,38.63,104,Normal,Active and Happy,Continue regular monitoring
Cooper,Chihuahua,Dog,8,4.9,39.02,127,Normal,Active and Happy,Continue regular monitoring
Daisy,Beagle,Dog,2,6.4,39.0,112,Normal,Active and Happy,Continue regular monitoring
Luna,Golden Retriever,Dog,1,35.7,39.51,126,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Lucy,Maine Coon,Cat,7,42.4,38.59,110,Normal,Active and Happy,Continue regular monitoring
Tiger,Bulldog,Dog,14,14.8,38.91,89,Normal,Calm and Relaxed,Continue regular monitoring
Zoe,Golden Retriever,Dog,5,27.4,38.56,99,Normal,Active and Happy,Continue regular monitoring
Coco,Golden Retriever,Dog,1,30.2,38.26,90,Normal,Active and Happy,Continue regular monitoring
Leo,Sphynx,Cat,8,6.8,39.22,137,Normal,Active and Happy,Continue regular monitoring
Milo,Poodle,Dog,2,7.5,38.7,105,Normal,Active and Happy,Continue regular monitoring
Zoe,Sphynx,Cat,2,3.4,38.21,155,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Bella,Siamese,Cat,4,5.8,38.53,137,Normal,Active and Happy,Continue regular monitoring
Molly,German Shepherd,Dog,5,36.5,38.88,84,Normal,Active and Happy,Continue regular monitoring
Lucy,Poodle,Dog,9,17.4,38.9,111,Normal,Active and Happy,Continue regular monitoring
Daisy,Persian,Cat,11,7.8,38.77,129,Normal,Active and Happy,Continue regular monitoring
Bella,Bulldog,Dog,1,16.0,37.22,187,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Coco,German Shepherd,Dog,7,40.2,38.44,98,Normal,Active and Happy,Continue regular monitoring
Ruby,Siamese,Cat,11,4.4,39.43,162,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Lucy,Beagle,Dog,9,5.0,38.81,122,Normal,Active and Happy,Continue regular monitoring
Luna,Bulldog,Dog,8,13.0,38.8,96,Normal,Active and Happy,Continue regular monitoring
Luna,Ragdoll,Cat,6,30.1,39.45,144,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Tiger,Labrador Retriever,Dog,17,33.1,38.39,91,Normal,Calm and Relaxed,Continue regular monitoring
Zoe,Maine Coon,Cat,12,36.6,38.31,120,Normal,Active and Happy,Continue regular monitoring
Rocky,Bengal,Cat,16,10.2,39.21,138,Normal,Calm and Relaxed,Continue regular monitoring
Molly,Maine Coon,Cat,14,18.8,39.96,148,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Simba,German Shepherd,Dog,10,36.1,38.64,94,Normal,Active and Happy,Continue regular monitoring
Molly,Persian,Cat,11,4.0,38.56,139,Normal,Active and Happy,Continue regular monitoring
Buddy,Domestic Shorthair,Cat,10,7.4,38.3,131,Normal,Active and Happy,Continue regular monitoring
Leo,Beagle,Dog,6,5.1,39.72,153,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Cooper,Beagle,Dog,9,6.7,39.07,107,Normal,Active and Happy,Continue regular monitoring
Jack,Persian,Cat,6,6.3,38.73,121,Normal,Active and Happy,Continue regular monitoring
Oscar,German Shepherd,Dog,15,34.6,38.56,92,Normal,Calm and Relaxed,Continue regular monitoring
Daisy,Bulldog,Dog,7,16.6,38.93,107,Normal,Active and Happy,Continue regular monitoring
Molly,Bulldog,Dog,14,19.7,38.9,94,Normal,Calm and Relaxed,Continue regular monitoring
Leo,Golden Retriever,Dog,9,28.2,38.78,108,Normal,Active and Happy,Continue regular monitoring
Oscar,Siamese,Cat,8,3.0,37.96,146,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Oscar,Beagle,Dog,9,4.0,38.78,106,Normal,Active and Happy,Continue regular monitoring
Luna,Labrador Retriever,Dog,13,24.8,38.48,92,Normal,Calm and Relaxed,Continue regular monitoring
Tiger,Ragdoll,Cat,14,33.0,38.52,106,Normal,Calm and Relaxed,Continue regular monitoring
Max,Bulldog,Dog,2,18.7,38.82,111,Normal,Active and Happy,Continue regular monitoring
Toby,Siamese,Cat,7,3.9,38.75,115,Normal,Active and Happy,Continue regular monitoring
Bella,Labrador Retriever,Dog,17,52.6,37.53,126,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Rocky,Bengal,Cat,11,17.0,40.56,204,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Jack,German Shepherd,Dog,4,24.3,41.27,157,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Daisy,Sphynx,Cat,1,2.0,39.11,141,Normal,Active and Happy,Continue regular monitoring
Tiger,Labrador Retriever,Dog,11,17.4,38.47,82,Normal,Active and Happy,Continue regular monitoring
Jack,Sphynx,Cat,10,6.1,38.03,220,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Max,Sphynx,Cat,8,4.5,39.06,143,Normal,Active and Happy,Continue regular monitoring
Oscar,Poodle,Dog,11,18.8,40.13,145,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Toby,Labrador Retriever,Dog,8,31.8,38.55,99,Normal,Active and Happy,Continue regular monitoring
Tiger,Bengal,Cat,3,7.6,38.91,132,Normal,Active and Happy,Continue regular monitoring
Toby,Ragdoll,Cat,7,35.5,38.05,134,Normal,Active and Happy,Continue regular monitoring
Jack,German Shepherd,Dog,9,27.7,38.01,152,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Zoe,Ragdoll,Cat,4,30.2,40.2,157,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Lucy,Sphynx,Cat,16,7.3,39.37,153,Normal,Calm and Relaxed,Continue regular monitoring
Max,Labrador Retriever,Dog,9,40.4,39.53,140,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Jack,Bulldog,Dog,8,14.3,38.76,78,Normal,Active and Happy,Continue regular monitoring
Tiger,Bengal,Cat,16,23.0,38.88,126,Normal,Calm and Relaxed,Continue regular monitoring
Toby,Persian,Cat,4,5.1,38.67,144,Normal,Active and Happy,Continue regular monitoring
Oscar,Sphynx,Cat,7,5.1,39.1,151,Normal,Active and Happy,Continue regular monitoring
Milo,Bengal,Cat,2,19.0,38.81,135,Normal,Active and Happy,Continue regular monitoring
Max,Ragdoll,Cat,15,23.0,38.94,113,Normal,Calm and Relaxed,Continue regular monitoring
Lucy,Persian,Cat,9,3.1,38.62,149,Normal,Active and Happy,Continue regular monitoring
Daisy,Siamese,Cat,6,3.7,39.74,162,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Ruby,Beagle,Dog,5,5.3,38.51,110,Normal,Active and Happy,Continue regular monitoring
Oscar,Golden Retriever,Dog,3,47.0,38.75,97,Normal,Active and Happy,Continue regular monitoring
Toby,Labrador Retriever,Dog,2,28.4,38.8,61,Normal,Active and Happy,Continue regular monitoring
Luna,Golden Retriever,Dog,6,38.7,38.5,86,Normal,Active and Happy,Continue regular monitoring
Milo,Poodle,Dog,7,24.7,38.79,97,Normal,Active and Happy,Continue regular monitoring
Lucy,Chihuahua,Dog,4,4.9,38.85,130,Normal,Active and Happy,Continue regular monitoring
Milo,German Shepherd,Dog,5,26.7,40.21,172,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Ruby,Golden Retriever,Dog,3,33.8,38.47,103,Normal,Active and Happy,Continue regular monitoring
Toby,Ragdoll,Cat,15,36.7,38.3,115,Normal,Calm and Relaxed,Continue regular monitoring
Ruby,Ragdoll,Cat,3,33.9,39.6,180,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Zoe,German Shepherd,Dog,4,27.5,38.77,85,Normal,Active and Happy,Continue regular monitoring
Charlie,Bengal,Cat,14,13.8,38.62,125,Normal,Calm and Relaxed,Continue regular monitoring
Lucy,Bengal,Cat,10,6.1,37.6,177,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Tiger,German Shepherd,Dog,12,22.6,38.38,93,Normal,Active and Happy,Continue regular monitoring
Charlie,Bulldog,Dog,14,16.0,38.7,76,Normal,Calm and Relaxed,Continue regular monitoring
Rocky,Domestic Shorthair,Cat,11,9.6,39.69,131,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Oscar,Chihuahua,Dog,10,2.0,38.87,120,Normal,Active and Happy,Continue regular monitoring
Toby,Chihuahua,Dog,6,5.3,39.95,196,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Lucy,Chihuahua,Dog,6,4.0,39.06,136,Normal,Active and Happy,Continue regular monitoring
Bella,Golden Retriever,Dog,9,28.5,37.18,165,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Milo,German Shepherd,Dog,1,44.7,38.28,93,Normal,Active and Happy,Continue regular monitoring
Molly,Sphynx,Cat,7,5.9,38.78,124,Normal,Active and Happy,Continue regular monitoring
Max,Sphynx,Cat,9,7.4,38.79,129,Normal,Active and Happy,Continue regular monitoring
Bella,Sphynx,Cat,10,5.9,37.57,205,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Max,Sphynx,Cat,1,5.0,39.0,138,Normal,Active and Happy,Continue regular monitoring
Milo,Poodle,Dog,4,18.1,39.0,94,Normal,Active and Happy,Continue regular monitoring
Bella,Sphynx,Cat,4,7.6,38.83,152,Normal,Active and Happy,Continue regular monitoring
Bella,Labrador Retriever,Dog,3,44.0,38.79,97,Normal,Active and Happy,Continue regular monitoring
Oscar,German Shepherd,Dog,11,24.8,38.54,87,Normal,Active and Happy,Continue regular monitoring
Leo,Beagle,Dog,14,7.8,38.8,100,Normal,Calm and Relaxed,Continue regular monitoring
Buddy,Siamese,Cat,10,1.7,38.56,122,Normal,Active and Happy,Continue regular monitoring
Coco,Poodle,Dog,9,18.1,38.83,103,Normal,Active and Happy,Continue regular monitoring
Zoe,Bulldog,Dog,7,14.3,38.54,102,Normal,Active and Happy,Continue regular monitoring
Charlie,Poodle,Dog,5,17.7,38.79,97,Normal,Active and Happy,Continue regular monitoring
Molly,Ragdoll,Cat,2,32.0,38.41,134,Normal,Active and Happy,Continue regular monitoring
Coco,Maine Coon,Cat,6,18.0,38.59,111,Normal,Active and Happy,Continue regular monitoring
Tiger,Persian,Cat,9,3.3,38.14,137,Normal,Active and Happy,Continue regular monitoring
Rocky,Chihuahua,Dog,11,3.6,38.81,127,Normal,Active and Happy,Continue regular monitoring
Tiger,Beagle,Dog,8,2.6,37.07,142,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Daisy,Labrador Retriever,Dog,2,38.5,38.63,88,Normal,Active and Happy,Continue regular monitoring
Oscar,Maine Coon,Cat,3,18.4,38.09,112,Normal,Active and Happy,Continue regular monitoring
Daisy,Golden Retriever,Dog,12,31.5,38.4,93,Normal,Active and Happy,Continue regular monitoring
Ruby,Ragdoll,Cat,4,33.4,39.4,166,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Max,Maine Coon,Cat,8,40.5,38.44,120,Normal,Active and Happy,Continue regular monitoring
Luna,Domestic Shorthair,Cat,9,3.5,39.78,158,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Oscar,Persian,Cat,9,3.7,38.67,141,Normal,Active and Happy,Continue regular monitoring
Milo,Ragdoll,Cat,6,31.4,38.57,118,Normal,Active and Happy,Continue regular monitoring
Charlie,Golden Retriever,Dog,5,38.9,38.6,99,Normal,Active and Happy,Continue regular monitoring
Oscar,Beagle,Dog,2,3.7,38.61,114,Normal,Active and Happy,Continue regular monitoring
Molly,Bengal,Cat,13,9.4,38.52,123,Normal,Calm and Relaxed,Continue regular monitoring
Zoe,Golden Retriever,Dog,4,48.9,38.62,81,Normal,Active and Happy,Continue regular monitoring
Leo,Bulldog,Dog,2,15.3,38.73,100,Normal,Active and Happy,Continue regular monitoring
Luna,Persian,Cat,6,6.4,38.66,133,Normal,Active and Happy,Continue regular monitoring
Max,Poodle,Dog,5,13.1,38.36,95,Normal,Active and Happy,Continue regular monitoring
Leo,Labrador Retriever,Dog,10,35.9,38.5,110,Normal,Active and Happy,Continue regular monitoring
Oscar,Domestic Shorthair,Cat,3,4.2,39.89,137,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Zoe,Poodle,Dog,13,12.2,38.62,96,Normal,Calm and Relaxed,Continue regular monitoring
Zoe,Siamese,Cat,9,6.3,38.7,135,Normal,Active and Happy,Continue regular monitoring
Simba,Sphynx,Cat,7,2.7,39.03,144,Normal,Active and Happy,Continue regular monitoring
Cooper,Beagle,Dog,4,2.4,40.51,175,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Milo,Maine Coon,Cat,4,30.0,40.24,194,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Ruby,Domestic Shorthair,Cat,5,7.2,39.45,162,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Simba,Bulldog,Dog,2,16.6,40.13,152,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Rocky,Bengal,Cat,16,27.7,38.73,112,Normal,Calm and Relaxed,Continue regular monitoring
Tiger,Ragdoll,Cat,1,32.5,39.38,153,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Luna,Maine Coon,Cat,7,29.5,38.37,124,Normal,Active and Happy,Continue regular monitoring
Leo,Bulldog,Dog,7,16.6,38.75,91,Normal,Active and Happy,Continue regular monitoring
Oscar,Siamese,Cat,17,6.6,38.46,126,Normal,Calm and Relaxed,Continue regular monitoring
Tiger,Domestic Shorthair,Cat,4,5.4,38.69,121,Normal,Active and Happy,Continue regular monitoring
Tiger,Chihuahua,Dog,1,5.5,38.76,124,Normal,Active and Happy,Continue regular monitoring
Tiger,Persian,Cat,9,5.8,38.23,137,Normal,Active and Happy,Continue regular monitoring
Toby,Ragdoll,Cat,12,28.1,39.78,150,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Max,Beagle,Dog,12,5.7,40.45,158,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Jack,Bulldog,Dog,4,16.1,38.68,96,Normal,Active and Happy,Continue regular monitoring
Rocky,Beagle,Dog,4,5.8,38.88,105,Normal,Active and Happy,Continue regular monitoring
Tiger,Beagle,Dog,5,4.8,38.81,105,Normal,Active and Happy,Continue regular monitoring
Daisy,Golden Retriever,Dog,5,35.9,39.05,85,Normal,Active and Happy,Continue regular monitoring
Molly,Persian,Cat,5,6.8,37.36,155,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Charlie,German Shepherd,Dog,9,6.6,38.34,96,Normal,Active and Happy,Continue regular monitoring
Rocky,Bengal,Cat,9,20.2,38.65,125,Normal,Active and Happy,Continue regular monitoring
Daisy,Sphynx,Cat,5,3.0,39.35,135,Normal,Active and Happy,Continue regular monitoring
Rocky,Bengal,Cat,7,13.7,38.65,134,Normal,Active and Happy,Continue regular monitoring
Coco,Beagle,Dog,12,7.8,38.6,119,Normal,Active and Happy,Continue regular monitoring
Milo,Beagle,Dog,11,3.6,37.4,181,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Luna,Bulldog,Dog,10,24.6,39.08,102,Normal,Active and Happy,Continue regular monitoring
Simba,Persian,Cat,6,4.3,40.24,153,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Toby,Sphynx,Cat,7,6.4,40.3,159,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Tiger,Persian,Cat,8,1.5,38.37,130,Normal,Active and Happy,Continue regular monitoring
Max,Golden Retriever,Dog,9,42.8,38.81,87,Normal,Active and Happy,Continue regular monitoring
Jack,German Shepherd,Dog,8,25.2,38.56,73,Normal,Active and Happy,Continue regular monitoring
Cooper,Maine Coon,Cat,3,35.0,40.02,119,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Molly,Poodle,Dog,3,13.4,38.73,95,Normal,Active and Happy,Continue regular monitoring
Buddy,Domestic Shorthair,Cat,2,7.1,38.68,110,Normal,Active and Happy,Continue regular monitoring
Rocky,Persian,Cat,13,1.2,38.44,130,Normal,Calm and Relaxed,Continue regular monitoring
Coco,Ragdoll,Cat,8,31.6,38.69,106,Normal,Active and Happy,Continue regular monitoring
Ruby,Domestic Shorthair,Cat,2,4.0,41.36,179,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Oscar,Bulldog,Dog,7,13.6,39.0,102,Normal,Active and Happy,Continue regular monitoring
Toby,Ragdoll,Cat,8,16.8,37.73,191,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Zoe,Bulldog,Dog,9,16.4,38.57,87,Normal,Active and Happy,Continue regular monitoring
Coco,Golden Retriever,Dog,3,19.8,38.39,86,Normal,Active and Happy,Continue regular monitoring
Lucy,German Shepherd,Dog,3,20.8,39.74,150,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Ruby,Maine Coon,Cat,7,24.4,38.44,108,Normal,Active and Happy,Continue regular monitoring
Tiger,Bulldog,Dog,13,13.5,39.16,101,Normal,Calm and Relaxed,Continue regular monitoring
Leo,Persian,Cat,8,1.9,37.69,146,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Luna,Persian,Cat,17,6.1,40.47,142,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Oscar,Golden Retriever,Dog,7,32.9,38.71,110,Normal,Active and Happy,Continue regular monitoring
Simba,German Shepherd,Dog,5,31.2,40.44,173,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Ruby,Chihuahua,Dog,4,4.9,39.08,118,Normal,Active and Happy,Continue regular monitoring
Buddy,Persian,Cat,12,5.4,38.29,128,Normal,Active and Happy,Continue regular monitoring
Tiger,Ragdoll,Cat,4,27.4,38.65,119,Normal,Active and Happy,Continue regular monitoring
Leo,Persian,Cat,6,6.4,38.52,121,Normal,Active and Happy,Continue regular monitoring
Molly,German Shepherd,Dog,11,12.6,38.32,81,Normal,Active and Happy,Continue regular monitoring
Oscar,Chihuahua,Dog,6,4.5,38.66,136,Normal,Active and Happy,Continue regular monitoring
Bella,Beagle,Dog,1,5.8,38.75,114,Normal,Active and Happy,Continue regular monitoring
Max,Bulldog,Dog,9,14.2,37.96,106,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Lucy,Ragdoll,Cat,3,16.1,38.97,119,Normal,Active and Happy,Continue regular monitoring
Simba,Golden Retriever,Dog,4,27.8,38.52,85,Normal,Active and Happy,Continue regular monitoring
Charlie,Poodle,Dog,3,14.0,39.92,166,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Cooper,Golden Retriever,Dog,8,29.2,40.35,191,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Simba,Bulldog,Dog,5,18.9,38.9,111,Normal,Active and Happy,Continue regular monitoring
Max,Poodle,Dog,3,14.1,40.22,127,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Rocky,Maine Coon,Cat,15,27.1,38.76,115,Normal,Calm and Relaxed,Continue regular monitoring
Simba,Domestic Shorthair,Cat,5,4.4,37.68,203,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Simba,Chihuahua,Dog,12,3.5,39.13,121,Normal,Active and Happy,Continue regular monitoring
Leo,Labrador Retriever,Dog,4,29.8,38.36,80,Normal,Active and Happy,Continue regular monitoring
Simba,Persian,Cat,9,7.0,38.84,118,Normal,Active and Happy,Continue regular monitoring
Luna,Sphynx,Cat,15,3.5,39.25,122,Normal,Calm and Relaxed,Continue regular monitoring
Bella,Labrador Retriever,Dog,5,28.9,36.48,190,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Ruby,Poodle,Dog,16,7.2,38.59,91,Normal,Calm and Relaxed,Continue regular monitoring
Molly,Domestic Shorthair,Cat,13,6.9,38.9,120,Normal,Calm and Relaxed,Continue regular monitoring
Molly,Labrador Retriever,Dog,8,35.4,36.83,156,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Bella,Chihuahua,Dog,7,8.4,37.31,220,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Buddy,Labrador Retriever,Dog,3,27.7,38.14,68,Normal,Active and Happy,Continue regular monitoring
Ruby,Poodle,Dog,6,17.3,38.63,87,Normal,Active and Happy,Continue regular monitoring
Bella,Ragdoll,Cat,5,27.5,38.76,102,Normal,Active and Happy,Continue regular monitoring
Simba,Bengal,Cat,10,13.6,37.6,196,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Jack,Beagle,Dog,12,4.5,39.14,110,Normal,Active and Happy,Continue regular monitoring
Leo,Chihuahua,Dog,5,4.8,38.94,131,Normal,Active and Happy,Continue regular monitoring
Zoe,Chihuahua,Dog,3,3.3,39.01,136,Normal,Active and Happy,Continue regular monitoring
Ruby,Sphynx,Cat,4,5.6,39.31,141,Normal,Active and Happy,Continue regular monitoring
Simba,German Shepherd,Dog,3,25.6,38.71,71,Normal,Active and Happy,Continue regular monitoring
Ruby,Bengal,Cat,9,12.5,38.93,121,Normal,Active and Happy,Continue regular monitoring
Max,Bulldog,Dog,12,13.4,38.89,92,Normal,Active and Happy,Continue regular monitoring
Milo,Beagle,Dog,8,6.0,39.07,119,Normal,Active and Happy,Continue regular monitoring
Oscar,German Shepherd,Dog,5,28.8,38.78,104,Normal,Active and Happy,Continue regular monitoring
Charlie,Bengal,Cat,15,11.2,38.85,115,Normal,Calm and Relaxed,Continue regular monitoring
Molly,Bengal,Cat,8,12.3,38.93,136,Normal,Active and Happy,Continue regular monitoring
Buddy,Golden Retriever,Dog,9,32.1,38.5,102,Normal,Active and Happy,Continue regular monitoring
Simba,Domestic Shorthair,Cat,16,5.8,39.68,177,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Charlie,Bengal,Cat,6,16.5,38.74,137,Normal,Active and Happy,Continue regular monitoring
Leo,Maine Coon,Cat,3,24.9,38.21,113,Normal,Active and Happy,Continue regular monitoring
Oscar,German Shepherd,Dog,6,21.0,38.79,89,Normal,Active and Happy,Continue regular monitoring
Leo,Golden Retriever,Dog,6,30.8,38.63,83,Normal,Active and Happy,Continue regular monitoring
Toby,Chihuahua,Dog,8,4.7,39.75,184,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Daisy,Beagle,Dog,7,7.3,37.87,161,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Luna,Sphynx,Cat,8,6.5,39.5,129,Normal,Active and Happy,Continue regular monitoring
Rocky,Beagle,Dog,4,3.2,38.83,107,Normal,Active and Happy,Continue regular monitoring
Lucy,Ragdoll,Cat,5,14.4,37.58,151,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Molly,German Shepherd,Dog,14,32.9,38.53,78,Normal,Calm and Relaxed,Continue regular monitoring
Charlie,Chihuahua,Dog,8,4.4,37.99,175,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Toby,Beagle,Dog,13,5.1,38.77,94,Normal,Calm and Relaxed,Continue regular monitoring
Buddy,Ragdoll,Cat,9,17.9,40.1,185,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Molly,Poodle,Dog,4,8.5,38.52,105,Normal,Active and Happy,Continue regular monitoring
Oscar,Ragdoll,Cat,15,22.3,38.59,112,Normal,Calm and Relaxed,Continue regular monitoring
Lucy,Siamese,Cat,4,4.7,38.78,131,Normal,Active and Happy,Continue regular monitoring
Ruby,Maine Coon,Cat,12,46.3,38.75,104,Normal,Active and Happy,Continue regular monitoring
Buddy,Beagle,Dog,13,3.7,38.91,89,Normal,Calm and Relaxed,Continue regular monitoring
Tiger,Maine Coon,Cat,11,19.9,38.1,130,Normal,Active and Happy,Continue regular monitoring
Toby,Golden Retriever,Dog,3,32.4,38.64,82,Normal,Active and Happy,Continue regular monitoring
Lucy,Labrador Retriever,Dog,17,42.3,38.63,86,Normal,Calm and Relaxed,Continue regular monitoring
Oscar,Labrador Retriever,Dog,13,39.7,38.43,96,Normal,Calm and Relaxed,Continue regular monitoring
Rocky,Golden Retriever,Dog,11,43.2,38.61,80,Normal,Active and Happy,Continue regular monitoring
Simba,Maine Coon,Cat,4,29.1,38.49,120,Normal,Active and Happy,Continue regular monitoring
Oscar,Poodle,Dog,7,19.2,38.82,112,Normal,Active and Happy,Continue regular monitoring
Toby,German Shepherd,Dog,5,46.1,38.71,86,Normal,Active and Happy,Continue regular monitoring
Bella,Poodle,Dog,14,20.2,38.36,96,Normal,Calm and Relaxed,Continue regular monitoring
Oscar,Chihuahua,Dog,7,5.3,38.92,136,Normal,Active and Happy,Continue regular monitoring
Tiger,Poodle,Dog,7,21.5,38.54,92,Normal,Active and Happy,Continue regular monitoring
Lucy,Ragdoll,Cat,8,20.5,38.49,127,Normal,Active and Happy,Continue regular monitoring
Cooper,Labrador Retriever,Dog,13,24.5,37.51,129,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Zoe,Bengal,Cat,10,14.3,38.91,127,Normal,Active and Happy,Continue regular monitoring
Cooper,Maine Coon,Cat,17,28.6,36.98,130,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Daisy,Bulldog,Dog,7,17.0,38.33,83,Normal,Active and Happy,Continue regular monitoring
Milo,German Shepherd,Dog,16,33.6,38.44,89,Normal,Calm and Relaxed,Continue regular monitoring
Zoe,Domestic Shorthair,Cat,10,6.6,41.17,170,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
Rocky,Siamese,Cat,7,9.0,38.71,123,Normal,Active and Happy,Continue regular monitoring
Simba,Ragdoll,Cat,14,18.8,39.26,131,Alert,Lethargic or Restless,"Monitor closely, consult vet if persists"
Luna,Domestic Shorthair,Cat,6,7.4,38.7,125,Normal,Active and Happy,Continue regular monitoring
Molly,Labrador Retriever,Dog,6,25.6,38.68,112,Normal,Active and Happy,Continue regular monitoring
Max,Persian,Cat,16,1.5,37.11,176,Critical,Very Lethargic or Distressed,Immediate veterinary attention needed
