Pet_Name,Breed,Pet_Type,Age_Years,Weight_kg,Temperature_C,Heartbeat_BPM,Health_Status,Current_Behavior,Recommendation
Rocky,German Shepherd,Dog,1.0,37.2,39.925,146.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Max,Ragdoll,Cat,2.0,28.5,38.79,126.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Chihuahua,Dog,6.0,2.8,38.9,139.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Golden Retriever,Dog,9.0,26.1,37.56500000000001,160.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Ruby,Domestic Shorthair,Cat,9.0,5.2,38.63,130.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,German Shepherd,Dog,12.0,26.5,38.96,88.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Domestic Shorthair,Cat,12.0,4.7,38.63,114.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Domestic Shorthair,Cat,4.0,1.0,37.56500000000001,169.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Max,Chihuahua,Dog,1.0,6.1,39.925,190.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Simba,German Shepherd,Dog,9.0,23.4,38.51,93.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Golden Retriever,Dog,6.0,24.6,38.97,76.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Poodle,Dog,3.0,25.3,39.47,147.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Daisy,Bulldog,Dog,10.0,14.4,38.97,107.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Sphynx,Cat,11.0,3.1,39.5,130.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Poodle,Dog,5.0,19.0,38.55,96.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Bengal,Cat,9.0,23.8,39.14,125.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Bengal,Cat,6.0,16.6,38.71,139.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Ragdoll,Cat,1.0,24.9,38.62,114.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Bengal,Cat,4.0,21.2,38.86,121.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Bulldog,Dog,5.0,8.0,39.02,148.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Buddy,Ragdoll,Cat,11.0,30.8,38.7,108.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Persian,Cat,10.0,4.1,39.925,198.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Ruby,Labrador Retriever,Dog,1.0,27.4,38.65,104.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Siamese,Cat,6.0,4.6,39.52,159.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Rocky,Chihuahua,Dog,16.0,6.3,37.59,189.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Molly,Bulldog,Dog,5.0,18.1,38.88,106.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Maine Coon,Cat,6.0,13.8,38.41,100.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Ragdoll,Cat,6.0,33.8,38.39,119.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Poodle,Dog,5.0,13.2,38.68,95.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Chihuahua,Dog,4.0,7.1,38.85,130.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Beagle,Dog,3.0,5.4,38.56,129.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Persian,Cat,7.0,3.0,38.54,133.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,German Shepherd,Dog,7.0,21.8,39.925,144.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Rocky,Domestic Shorthair,Cat,5.0,6.2,38.74,127.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Persian,Cat,10.0,5.1,38.35,126.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Labrador Retriever,Dog,12.0,22.8,38.19,72.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Ragdoll,Cat,13.0,28.6,38.63,120.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Toby,Domestic Shorthair,Cat,8.0,4.4,38.37,128.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Domestic Shorthair,Cat,16.0,5.2,39.71,175.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Lucy,German Shepherd,Dog,12.0,38.5,38.28,96.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,German Shepherd,Dog,4.0,33.1,39.62,124.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Luna,Bengal,Cat,6.0,13.0,38.95,144.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Domestic Shorthair,Cat,10.0,6.8,38.24,117.0,Normal,Active And Happy,Continue Regular Monitoring
Charlie,German Shepherd,Dog,2.0,26.0,38.48,95.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Ragdoll,Cat,1.0,8.6,38.64,119.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Ragdoll,Cat,7.0,24.2,38.66,101.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Ragdoll,Cat,14.0,38.1,38.58,116.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Daisy,Sphynx,Cat,15.0,1.0,39.19,124.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Milo,Bulldog,Dog,9.0,14.3,38.49,104.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Maine Coon,Cat,4.0,37.3,38.14,119.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Domestic Shorthair,Cat,4.0,1.5,38.43,147.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Sphynx,Cat,9.0,6.1,38.84,131.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Siamese,Cat,7.0,3.1,39.925,192.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Buddy,Siamese,Cat,7.0,7.2,38.81,134.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Beagle,Dog,3.0,5.3,38.66,105.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Domestic Shorthair,Cat,8.0,6.9,38.89,124.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Ragdoll,Cat,9.0,33.5,38.54,119.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Beagle,Dog,10.0,3.7,37.79,170.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Buddy,Bengal,Cat,13.0,14.7,38.78,135.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Molly,Poodle,Dog,14.0,20.1,38.84,97.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Jack,Labrador Retriever,Dog,8.0,29.3,37.56500000000001,123.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Ruby,Beagle,Dog,5.0,4.9,39.62,159.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Luna,Siamese,Cat,5.0,3.0,38.8,132.0,Normal,Active And Happy,Continue Regular Monitoring
Charlie,Beagle,Dog,9.0,2.7,38.85,123.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Bulldog,Dog,8.0,21.2,38.87,75.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Bulldog,Dog,1.0,6.4,38.48,101.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Bengal,Cat,9.0,11.6,38.74,140.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Chihuahua,Dog,5.0,1.6,38.82,114.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,German Shepherd,Dog,14.0,23.6,38.84,72.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Toby,Persian,Cat,2.0,5.8,38.51,110.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Chihuahua,Dog,14.0,1.0,38.74,120.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Lucy,Poodle,Dog,5.0,14.1,38.58,99.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Maine Coon,Cat,10.0,29.2,38.13,128.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Persian,Cat,16.0,3.4,38.09,122.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Leo,Poodle,Dog,14.0,19.1,38.7,81.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Ruby,Golden Retriever,Dog,2.0,25.4,38.77,78.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Maine Coon,Cat,3.0,10.2,39.925,136.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Zoe,Maine Coon,Cat,4.0,32.1,38.01,111.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Domestic Shorthair,Cat,3.0,4.7,37.56500000000001,160.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Toby,Bulldog,Dog,2.0,5.2,38.5,129.0,Normal,Active And Happy,Continue Regular Monitoring
Charlie,Maine Coon,Cat,16.0,29.1,38.36,99.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Max,Chihuahua,Dog,7.0,3.3,39.925,172.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Ruby,Labrador Retriever,Dog,4.0,33.7,38.73,74.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Labrador Retriever,Dog,1.0,49.5,39.925,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Luna,Domestic Shorthair,Cat,17.0,3.0,39.91,158.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Coco,Poodle,Dog,11.0,24.1,39.92,167.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Buddy,Domestic Shorthair,Cat,13.0,7.1,39.62,137.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Coco,Domestic Shorthair,Cat,8.0,5.1,37.72,124.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Milo,Bengal,Cat,3.0,9.8,38.62,129.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Golden Retriever,Dog,4.0,29.0,39.925,144.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Tiger,Labrador Retriever,Dog,15.0,35.0,37.56500000000001,125.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Simba,Chihuahua,Dog,9.0,6.1,38.6,138.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Chihuahua,Dog,6.0,5.2,38.76,141.0,Normal,Active And Happy,Continue Regular Monitoring
Toby,Maine Coon,Cat,5.0,36.4,38.73,137.0,Normal,Active And Happy,Continue Regular Monitoring
Charlie,Beagle,Dog,5.0,4.9,39.925,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Molly,Bulldog,Dog,4.0,9.6,38.8,92.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Domestic Shorthair,Cat,15.0,6.7,37.82,132.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Molly,German Shepherd,Dog,7.0,26.6,38.79,96.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Bulldog,Dog,3.0,23.2,38.51,109.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Siamese,Cat,15.0,7.0,38.38,110.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Leo,Golden Retriever,Dog,6.0,24.7,39.08,90.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Sphynx,Cat,2.0,4.6,39.15,138.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Maine Coon,Cat,17.0,28.1,38.34,123.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Oscar,Chihuahua,Dog,8.0,8.8,39.13,132.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Poodle,Dog,14.0,16.3,39.09,103.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Ruby,Chihuahua,Dog,14.0,4.5,39.925,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Tiger,Ragdoll,Cat,9.0,26.2,38.75,114.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Maine Coon,Cat,9.0,25.0,38.29,117.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Persian,Cat,1.0,5.0,38.42,135.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Ragdoll,Cat,12.0,38.6,38.57,106.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Siamese,Cat,17.0,4.4,39.1,97.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Oscar,Domestic Shorthair,Cat,13.0,3.9,38.66,121.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Tiger,Labrador Retriever,Dog,7.0,32.5,38.51,80.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Chihuahua,Dog,6.0,8.2,39.14,127.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,German Shepherd,Dog,9.0,36.9,39.925,133.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Cooper,Poodle,Dog,13.0,6.4,38.79,100.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Cooper,Poodle,Dog,11.0,11.8,38.77,110.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Chihuahua,Dog,9.0,5.8,39.925,159.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Coco,Poodle,Dog,4.0,15.7,38.62,97.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Bulldog,Dog,4.0,21.8,39.01,108.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Siamese,Cat,3.0,3.4,39.9,190.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Lucy,Golden Retriever,Dog,5.0,30.4,39.925,118.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Toby,Labrador Retriever,Dog,5.0,39.5,38.37,75.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Persian,Cat,6.0,5.2,38.39,129.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Bulldog,Dog,9.0,20.4,38.7,111.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Ragdoll,Cat,6.0,27.0,38.56,133.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Poodle,Dog,1.0,5.6,38.64,83.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Golden Retriever,Dog,17.0,31.5,38.81,92.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Ruby,Labrador Retriever,Dog,16.0,15.8,38.63,90.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Molly,Domestic Shorthair,Cat,7.0,3.9,37.56500000000001,171.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Cooper,Ragdoll,Cat,3.0,35.3,38.72,127.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Chihuahua,Dog,10.0,7.0,39.925,202.5,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Zoe,Persian,Cat,13.0,4.2,38.21,144.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Rocky,German Shepherd,Dog,16.0,28.9,39.925,186.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Charlie,Poodle,Dog,7.0,15.6,38.55,95.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Labrador Retriever,Dog,7.0,37.4,38.68,91.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Siamese,Cat,17.0,4.1,38.53,110.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Oscar,Sphynx,Cat,17.0,5.9,39.13,150.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Oscar,Bulldog,Dog,5.0,18.8,38.57,108.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Domestic Shorthair,Cat,16.0,4.6,38.25,112.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Rocky,Beagle,Dog,8.0,4.2,38.85,88.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Beagle,Dog,1.0,6.0,39.66,176.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Oscar,Beagle,Dog,2.0,2.4,39.925,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Charlie,Domestic Shorthair,Cat,10.0,1.0,38.75,125.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Siamese,Cat,4.0,1.7,38.79,123.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Siamese,Cat,1.0,4.1,38.57,125.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Siamese,Cat,9.0,9.0,39.925,202.5,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Lucy,Chihuahua,Dog,3.0,2.7,39.925,159.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Luna,Maine Coon,Cat,17.0,24.8,38.52,115.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Zoe,Siamese,Cat,3.0,1.9,39.56,202.5,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Luna,Domestic Shorthair,Cat,3.0,5.5,38.63,137.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Maine Coon,Cat,4.0,29.9,38.16,132.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Golden Retriever,Dog,14.0,21.5,38.28,82.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Tiger,Beagle,Dog,8.0,8.1,37.76,169.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Jack,Poodle,Dog,17.0,18.6,38.79,64.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Rocky,Golden Retriever,Dog,1.0,29.7,38.53,85.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Maine Coon,Cat,7.0,24.0,38.08,128.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Bulldog,Dog,13.0,15.4,38.84,99.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Lucy,Sphynx,Cat,11.0,6.4,39.64,129.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Poodle,Dog,15.0,10.7,38.72,88.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Milo,Bengal,Cat,2.0,19.1,37.64,147.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Coco,Poodle,Dog,4.0,14.1,39.925,130.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Molly,Bengal,Cat,2.0,11.3,38.68,133.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Poodle,Dog,1.0,23.6,38.61,105.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Beagle,Dog,4.0,2.6,38.79,125.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Golden Retriever,Dog,13.0,27.2,38.7,98.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Buddy,Siamese,Cat,5.0,1.0,39.86,156.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Rocky,Labrador Retriever,Dog,3.0,44.4,38.63,84.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Maine Coon,Cat,8.0,35.8,37.66,134.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Ruby,Sphynx,Cat,1.0,6.6,39.45,141.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Ragdoll,Cat,5.0,31.6,39.925,151.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Daisy,Poodle,Dog,6.0,10.5,38.09,88.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Domestic Shorthair,Cat,1.0,7.1,38.69,114.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Beagle,Dog,6.0,7.3,38.96,107.0,Normal,Active And Happy,Continue Regular Monitoring
Max,Golden Retriever,Dog,6.0,29.5,37.7,120.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Zoe,Labrador Retriever,Dog,14.0,24.6,38.57,82.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Coco,Persian,Cat,17.0,6.2,38.27,132.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Molly,Poodle,Dog,6.0,13.7,38.62,93.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Persian,Cat,4.0,4.9,39.45,134.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Rocky,Siamese,Cat,5.0,5.4,38.53,112.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Labrador Retriever,Dog,14.0,12.3,39.925,111.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Molly,Siamese,Cat,16.0,6.7,38.32,117.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Zoe,German Shepherd,Dog,3.0,28.6,38.85,94.0,Normal,Active And Happy,Continue Regular Monitoring
Simba,Golden Retriever,Dog,7.0,31.1,37.98,100.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Ragdoll,Cat,15.0,21.9,38.0,113.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Milo,Chihuahua,Dog,2.0,6.3,38.91,123.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Bengal,Cat,2.0,15.7,38.51,134.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Maine Coon,Cat,6.0,17.0,38.16,121.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Beagle,Dog,13.0,5.9,39.07,101.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Toby,Maine Coon,Cat,3.0,43.1,38.55,113.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Domestic Shorthair,Cat,5.0,3.1,38.64,124.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Siamese,Cat,3.0,2.5,37.56500000000001,153.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Cooper,Maine Coon,Cat,11.0,36.8,37.57,178.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Leo,Sphynx,Cat,4.0,7.6,39.15,138.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Poodle,Dog,10.0,12.4,38.36,90.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Bengal,Cat,15.0,15.1,38.6,132.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Milo,German Shepherd,Dog,2.0,39.5,38.45,76.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Maine Coon,Cat,9.0,41.8,38.37,97.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,German Shepherd,Dog,7.0,28.8,39.91,136.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Buddy,Bengal,Cat,14.0,17.0,37.93,143.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Zoe,Persian,Cat,3.0,4.8,39.26,175.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Rocky,Ragdoll,Cat,3.0,31.5,39.92,158.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Leo,German Shepherd,Dog,2.0,21.6,38.63,104.0,Normal,Active And Happy,Continue Regular Monitoring
Cooper,Chihuahua,Dog,8.0,4.9,39.02,127.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Beagle,Dog,2.0,6.4,39.0,112.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Golden Retriever,Dog,1.0,35.7,39.51,126.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Lucy,Maine Coon,Cat,7.0,42.4,38.59,110.0,Normal,Active And Happy,Continue Regular Monitoring
Tiger,Bulldog,Dog,14.0,14.8,38.91,89.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Zoe,Golden Retriever,Dog,5.0,27.4,38.56,99.0,Normal,Active And Happy,Continue Regular Monitoring
Coco,Golden Retriever,Dog,1.0,30.2,38.26,90.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Sphynx,Cat,8.0,6.8,39.22,137.0,Normal,Active And Happy,Continue Regular Monitoring
Milo,Poodle,Dog,2.0,7.5,38.7,105.0,Normal,Active And Happy,Continue Regular Monitoring
Zoe,Sphynx,Cat,2.0,3.4,38.21,155.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Bella,Siamese,Cat,4.0,5.8,38.53,137.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,German Shepherd,Dog,5.0,36.5,38.88,84.0,Normal,Active And Happy,Continue Regular Monitoring
Lucy,Poodle,Dog,9.0,17.4,38.9,111.0,Normal,Active And Happy,Continue Regular Monitoring
Daisy,Persian,Cat,11.0,7.8,38.77,129.0,Normal,Active And Happy,Continue Regular Monitoring
Bella,Bulldog,Dog,1.0,16.0,37.56500000000001,187.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Coco,German Shepherd,Dog,7.0,40.2,38.44,98.0,Normal,Active And Happy,Continue Regular Monitoring
Ruby,Siamese,Cat,11.0,4.4,39.43,162.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Lucy,Beagle,Dog,9.0,5.0,38.81,122.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Bulldog,Dog,8.0,13.0,38.8,96.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Ragdoll,Cat,6.0,30.1,39.45,144.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Tiger,Labrador Retriever,Dog,17.0,33.1,38.39,91.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Zoe,Maine Coon,Cat,12.0,36.6,38.31,120.0,Normal,Active And Happy,Continue Regular Monitoring
Rocky,Bengal,Cat,16.0,10.2,39.21,138.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Molly,Maine Coon,Cat,14.0,18.8,39.925,148.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Simba,German Shepherd,Dog,10.0,36.1,38.64,94.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Persian,Cat,11.0,4.0,38.56,139.0,Normal,Active And Happy,Continue Regular Monitoring
Buddy,Domestic Shorthair,Cat,10.0,7.4,38.3,131.0,Normal,Active And Happy,Continue Regular Monitoring
Leo,Beagle,Dog,6.0,5.1,39.72,153.0,Alert,Lethargic Or Restless,"Monitor Closely, Consult Vet If Persists"
Cooper,Beagle,Dog,9.0,6.7,39.07,107.0,Normal,Active And Happy,Continue Regular Monitoring
Jack,Persian,Cat,6.0,6.3,38.73,121.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,German Shepherd,Dog,15.0,34.6,38.56,92.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Daisy,Bulldog,Dog,7.0,16.6,38.93,107.0,Normal,Active And Happy,Continue Regular Monitoring
Molly,Bulldog,Dog,14.0,19.7,38.9,94.0,Normal,Calm And Relaxed,Continue Regular Monitoring
Leo,Golden Retriever,Dog,9.0,28.2,38.78,108.0,Normal,Active And Happy,Continue Regular Monitoring
Oscar,Siamese,Cat,8.0,3.0,37.96,146.0,Critical,Very Lethargic Or Distressed,Immediate Veterinary Attention Needed
Oscar,Beagle,Dog,9.0,4.0,38.78,106.0,Normal,Active And Happy,Continue Regular Monitoring
Luna,Labrador Retriever,Dog,13.0,24.8,38.48,92.0,Normal,Calm And Relaxed,Continue Regular Monitoring
